V1,issue,Dem_quote_text,Repub_quote_text,ideo,pid,ranking1,ranking3,gender,age,race,Repub_both,Repub_quote,Repub_issue,Repub_neither,approval,Dem_both,Dem_quote,Dem_issue,Dem_neither,approval
R_2cuybIBdwEnsiqU,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Independent,Immigration,Drug addiction,Female,18-24,White/Caucasian,,,,,,1,,,,Approve somewhat
R_1P61F44YZyFJnFU,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Conservative,Strong Democrat,Jobs,Social security,Male,35-44,White/Caucasian,,,,,,,,1,,Approve strongly
R_2CVSdUraMUK6oCc,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Health care,Education,Female,65 or over,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_2f9YFXcujxhZ7ax,Terrorism,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,National security,Terrorism,Male,55-64,White/Caucasian,,,1,,Disapprove strongly,,,,,
R_ahpjBVVyQxaZhmN,Immigration,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Health care,Immigration,Female,35-44,Asian,,,,,,,1,,,Approve strongly
R_3KIXcNlGLqzH3NL,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Strong Republican,Environment,Health care,Female,65 or over,White/Caucasian,,,1,,Approve somewhat,,,,,
R_3HnyarW3DeFthpM,Social security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Terrorism,Social security,Male,45-54,White/Caucasian,,1,,,Approve somewhat,,,,,
R_1jqVJZrjGIiYuKl,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Weak Republican,Health care,Immigration,Female,55-64,White/Caucasian,,,1,,Neither approve nor disapprove,,,,,
R_8ct0bNkroVf6S1H,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Health care,Social security,Male,35-44,White/Caucasian,,,,,,,1,,,Approve strongly
R_3mn4uvDkW6nELQZ,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Strong Democrat,Health care,Environment,Male,65 or over,White/Caucasian,,,,,,,,1,,Approve strongly
R_2WOpcfFHSyRHeyr,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,National security,Health care,Male,55-64,White/Caucasian,1,,,,Approve strongly,,,,,
R_2XcvtWbaLck7Yha,Drug addiction,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Immigration,Drug addiction,Male,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_3QLgFcX1XTXCXO4,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Health care,National security,Male,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_2Vejc0jbDOE9u22,Drug addiction,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Drug addiction,Jobs,Female,25-34,White/Caucasian,,1,,,Approve strongly,,,,,
R_1IKI0oRgN1nXB3N,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Lean Democrat,Health care,Social security,Female,55-64,White/Caucasian,,,,,,,1,,,Approve somewhat
R_1ptct2WM8cOZUYn,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,Immigration,Social security,Female,55-64,White/Caucasian,,1,,,Approve strongly,,,,,
R_4SMERH07yfCujex,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Liberal,Weak Democrat,Jobs,Education,Female,55-64,Native American,,,,,,,1,,,Approve somewhat
R_1LtD2MkeVxsFhrz,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,National security,Health care,Male,55-64,White/Caucasian,,,,,,,1,,,Disapprove somewhat
R_zUdI0jTwg35dn21,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Lean Republican,Social security,Education,Female,55-64,White/Caucasian,,1,,,Disapprove strongly,,,,,
R_3qVVGzPc4UqEMFV,Environment,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Conservative,Strong Republican,Jobs,Environment,Male,25-34,White/Caucasian,1,,,,Approve strongly,,,,,
R_3Ms5LdZiNLHsmSU,Health care,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Moderate,Independent,Education,Health care,Male,55-64,White/Caucasian,1,,,,Disapprove strongly,,,,,
R_1jNuhdSW8xKGQXo,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Strong Democrat,National security,Immigration,Male,65 or over,African American,,,,,,,,,1,Approve somewhat
R_2TB1Jx22ETY7N1h,Health care,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Not Sure,Lean Democrat,Environment,Health care,Prefer not to say,25-34,White/Caucasian,,,,,,,1,,,Neither approve nor disapprove
R_21A6d8LsJbMD9Yc,Jobs,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Very Liberal,Strong Democrat,Environment,Jobs,Female,25-34,White/Caucasian,,,,,,,,1,,Neither approve nor disapprove
R_zTqKxseDrtlnz2x,Terrorism,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Very Liberal,Lean Democrat,Jobs,Terrorism,Female,45-54,White/Caucasian,,,,,,1,,,,Disapprove somewhat
R_bHluPyjNkX2XZFn,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Lean Democrat,Health care,Jobs,Female,18-24,Hispanic,,,,,,,1,,,Approve strongly
R_vu8L31DaxCxkmFH,National security,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,National security,Health care,Female,25-34,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_27pSR5Vdze87u4f,Jobs,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Liberal,Weak Democrat,Jobs,National security,Female,25-34,White/Caucasian,,,,,,,,1,,Approve somewhat
R_74yxbMi9zDzdvnH,Crime,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Strong Republican,Crime,Drug addiction,Male,35-44,White/Caucasian,,,1,,Approve strongly,,,,,
R_uzcExHY9TugzIhH,Immigration,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Independent,National security,Immigration,Female,65 or over,White/Caucasian,,,,,,1,,,,Disapprove strongly
R_8AIZ7c3wl7xlVE5,Social security,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Conservative,Weak Democrat,Social security,Drug addiction,Female,65 or over,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_sbzB1ckIYBzuREZ,Education,We should do everything it takes to make sure Democrats win the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,National security,Education,Female,65 or over,White/Caucasian,1,,,,Approve strongly,,,,,
R_1mDHezhf5seDTcf,Environment,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Democrats lose the next election.,Moderate,Strong Democrat,Health care,Environment,Female,45-54,White/Caucasian,,,,,,1,,,,Neither approve nor disapprove
R_1DNGlT6NcoNpSwx,Crime,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Weak Republican,Jobs,Crime,Male,25-34,White/Caucasian,,,,1,Neither approve nor disapprove,,,,,
R_2CyaV0KLwcPjD5U,Education,We should do everything it takes to make sure Republicans lose the next election.,We should do everything it takes to make sure Republicans win the next election.,Conservative,Strong Republican,Crime,Education,Male,25-34,White/Caucasian,,1,,,Approve strongly,,,,,
